Crime_type,Crime_address,City,Agency,Crime_date,Crime_time,Crime_address1,Crime_long,Crime_lat
Vehicle theft,800 block Erie Blvd W,Syracuse,Syracuse,12/12/17,2:00 p.m.-7:00 a.m.,800 block Erie Blvd W   Syracuse,-76.171449,43.0484213
Burglary,2300 block Burnet Av,Syracuse,Syracuse,12/11/17,2:00 p.m.-12:30 p.m.,2300 block Burnet Av   Syracuse,-84.5023694,39.1228087
Burglary,400 block Butternut St,Syracuse,Syracuse,12/11/17,3:15 p.m.,400 block Butternut St   Syracuse,NA,NA
Larceny,800 block Hawley Av,Syracuse,Syracuse,12/11/17,8:59 a.m.,800 block Hawley Av   Syracuse,-76.1320272,43.0552799
Larceny,400 block Allen St,Syracuse,Syracuse,12/11/17,10:06 a.m.,400 block Allen St   Syracuse,-122.9089169,46.1441369
Larceny,500 block Summit Av,Syracuse,Syracuse,12/11/17,1:00 p.m.-12:53 p.m.,500 block Summit Av   Syracuse,-74.060582,40.7311716
Larceny,2200 block S  Salina St,Syracuse,Syracuse,12/11/17,1:15 p.m.-9:00 a.m.,2200 block S  Salina St   Syracuse,NA,NA
Larceny,300 block Montgomery St,Syracuse,Syracuse,12/11/17,11:00 a.m.-1:00 p.m.,300 block Montgomery St   Syracuse,-122.402219,37.7924422
Larceny,2500 block James St,Syracuse,Syracuse,12/11/17,5:55 p.m.,2500 block James St   Syracuse,NA,NA
Larceny,500 block Butternut St,Syracuse,Syracuse,12/11/17,11:41 p.m.,500 block Butternut St   Syracuse,-76.1475435,43.0588993
Larceny,0 block Seymour St,Syracuse,Syracuse,12/11/17,11:50 p.m.,0 block Seymour St   Syracuse,-74.2170042,40.8113024
Aggravated assault,100 block Marshall St,Syracuse,Syracuse,12/10/17,2:29 a.m.,100 block Marshall St   Syracuse,-74.1727665,40.9098953
Aggravated assault,400 block S  Edwards Av,Syracuse,Syracuse,12/10/17,2:40 a.m.,400 block S  Edwards Av   Syracuse,-72.7462939,40.91657
Aggravated assault,1200 block N  State St,Syracuse,Syracuse,12/10/17,8:15 p.m.-8:18 p.m.,1200 block N  State St   Syracuse,-111.8887003,40.7428255
Burglary,200 block Herbert St,Syracuse,Syracuse,12/10/17,1:34 p.m.,200 block Herbert St   Syracuse,-80.988448,29.1451045
Larceny,1700 block W  Onondaga St,Syracuse,Syracuse,12/10/17,12:00 p.m.,1700 block W  Onondaga St   Syracuse,-76.1830592,43.0340818
Larceny,600 block James St,Syracuse,Syracuse,12/10/17,11:00 p.m.,600 block James St   Syracuse,NA,NA
Larceny,500 block S  Franklin St,Syracuse,Syracuse,12/10/17,2:30 p.m.-3:00 p.m.,500 block S  Franklin St   Syracuse,-104.9680035,39.7239168
Robbery,1100 block N  Salina St,Syracuse,Syracuse,12/10/17,8:16 p.m.,1100 block N  Salina St   Syracuse,-97.7214247,30.2663841
Robbery,100 block Spring St,Syracuse,Syracuse,12/10/17,10:58 p.m.,100 block Spring St   Syracuse,-71.5496511,41.1653041
Aggravated assault,1200 block S  Geddes St,Syracuse,Syracuse,12/9/17,8:05 p.m.,1200 block S  Geddes St   Syracuse,-118.2967736,33.9268046
Aggravated assault,1200 block First North St,Syracuse,Syracuse,12/9/17,11:30 p.m.-11:31 p.m.,1200 block First North St   Syracuse,-82.6509233,27.7720094
Aggravated assault,300 block Lemoyne Av,Syracuse,Syracuse,12/9/17,11:44 p.m.,300 block Lemoyne Av   Syracuse,-76.1636824,43.069236
Arson,2400 block South Ave,Syracuse,Syracuse,12/9/17,3:00 a.m.-11:30 a.m.,2400 block South Ave   Syracuse,-80.6462309,41.076163
Larceny,100 block N  Edwards Av,Syracuse,Syracuse,12/9/17,8:45 a.m.,100 block N  Edwards Av   Syracuse,-90.185928,29.945143
Larceny,100 block Kensington Rd,Syracuse,Syracuse,12/9/17,10:00 p.m.-8:00 a.m.,100 block Kensington Rd   Syracuse,NA,NA
Larceny,600 block James St,Syracuse,Syracuse,12/9/17,1:30 a.m.-10:30 a.m.,600 block James St   Syracuse,-76.1441092,43.0541273
Larceny,100 block Pleasantview Av,Syracuse,Syracuse,12/9/17,11:19 a.m.,100 block Pleasantview Av   Syracuse,-73.2057619,41.2148113
Larceny,100 block Kincaid Av,Syracuse,Syracuse,12/9/17,10:28 a.m.,100 block Kincaid Av   Syracuse,-76.1986023,43.0578727
Larceny,1700 block N  Salina St,Syracuse,Syracuse,12/9/17,5:44 p.m.,1700 block N  Salina St   Syracuse,-97.72177,30.277619
Larceny,900 block S  Salina St,Syracuse,Syracuse,12/9/17,6:02 p.m.,900 block S  Salina St   Syracuse,-75.8980896,43.9680485
Larceny,100 block Maurice Av,Syracuse,Syracuse,12/9/17,6:30 p.m.,100 block Maurice Av   Syracuse,NA,NA
Larceny,1000 block W  Genesee St,Syracuse,Syracuse,12/9/17,6:31 p.m.-6:38 p.m.,1000 block W  Genesee St   Syracuse,-78.4156046,42.9575187
Larceny,400 block Erie Blvd E,Syracuse,Syracuse,12/9/17,9:30 p.m.,400 block Erie Blvd E   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/9/17,12:30 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block Brattle Rd,Syracuse,Syracuse,12/9/17,6:50 p.m.-10:00 a.m.,200 block Brattle Rd   Syracuse,-76.129745,43.0633135
Vehicle theft,1200 block W  Fayette St,Syracuse,Syracuse,12/9/17,2:45 a.m.,1200 block W  Fayette St   Syracuse,-75.2979457,40.0830422
Arson,2400 block South Av,Syracuse,Syracuse,12/8/17,10:30 p.m.,2400 block South Av   Syracuse,-80.6462309,41.076163
Burglary,200 block Lorraine Av,Syracuse,Syracuse,12/8/17,12:01 a.m.,200 block Lorraine Av   Syracuse,NA,NA
Burglary,2800 block Burnet Av,Syracuse,Syracuse,12/8/17,4:30 p.m.-6:00 a.m.,2800 block Burnet Av   Syracuse,-84.5014889,39.1309548
Burglary,800 block Onondaga Av,Syracuse,Syracuse,12/8/17,6:30 a.m.-10:52 a.m.,800 block Onondaga Av   Syracuse,-76.16212,43.0258482
Burglary,400 block Cayuga St,Syracuse,Syracuse,12/8/17,5:30 p.m.-5:31 p.m.,400 block Cayuga St   Syracuse,-88.0396068,41.5323678
Burglary,200 block Robert Dr,Syracuse,Syracuse,12/8/17,8:00 p.m.,200 block Robert Dr   Syracuse,-89.0185172,40.5070917
Burglary,900 block Highland St,Syracuse,Syracuse,12/8/17,7:30 a.m.-1:00 p.m.,900 block Highland St   Syracuse,-95.3820985,29.7873987
Larceny,100 block Sunrise Dr,Syracuse,Syracuse,12/8/17,1:51 a.m.,100 block Sunrise Dr   Syracuse,-80.163102,25.689825
Larceny,100 block Sidman Av,Syracuse,Syracuse,12/8/17,7:39 p.m.,100 block Sidman Av   Syracuse,-76.197884,43.0581344
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/8/17,7:50 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block Montgomery St,Syracuse,Syracuse,12/8/17,6:00 p.m.-9:00 p.m.,300 block Montgomery St   Syracuse,NA,NA
Larceny,2600 block Erie Blvd E,Syracuse,Syracuse,12/8/17,4:18 p.m.-4:24 p.m.,2600 block Erie Blvd E   Syracuse,-76.1004392,43.0536174
Larceny,200 block W  Ostrander Av,Syracuse,Syracuse,12/8/17,1:20 a.m.-1:25 a.m.,200 block W  Ostrander Av   Syracuse,NA,NA
Larceny,900 block Lancaster Av,Syracuse,Syracuse,12/8/17,11:00 a.m.-12:00 p.m.,900 block Lancaster Av   Syracuse,NA,NA
Robbery,900 block Comstock Av,Syracuse,Syracuse,12/8/17,9:52 p.m.,900 block Comstock Av   Syracuse,-76.129586,43.033927
Vehicle theft,400 block Elliott St,Syracuse,Syracuse,12/8/17,3:23 a.m.,400 block Elliott St   Syracuse,-70.9084451,42.5574431
Aggravated assault,300 block N  Beech St,Syracuse,Syracuse,12/7/17,11:20 a.m.,300 block N  Beech St   Syracuse,-88.9773444,40.513146
Burglary,500 block Richmond Av,Syracuse,Syracuse,12/7/17,5:00 p.m.-10:00 a.m.,500 block Richmond Av   Syracuse,-95.3857728,29.7345548
Burglary,800 block N  Salina St,Syracuse,Syracuse,12/7/17,5:00 p.m.-9:00 a.m.,800 block N  Salina St   Syracuse,-73.9191955,42.8291414
Burglary,300 block N  Beech St,Syracuse,Syracuse,12/7/17,12:00 a.m.-1:44 p.m.,300 block N  Beech St   Syracuse,-88.9773444,40.513146
Burglary,100 block E  Cheltenham Rd,Syracuse,Syracuse,12/7/17,7:00 a.m.-8:18 p.m.,100 block E  Cheltenham Rd   Syracuse,-73.3421007,40.7198882
Burglary,200 block E  Cheltenham Rd,Syracuse,Syracuse,12/7/17,9:26 p.m.,200 block E  Cheltenham Rd   Syracuse,-73.3427379,40.7260401
Burglary,1000 block Tyson Pl,Syracuse,Syracuse,12/7/17,11:59 p.m.,1000 block Tyson Pl   Syracuse,-76.1015629,43.0710206
Larceny,300 block W  Colvin St,Syracuse,Syracuse,12/7/17,3:00 a.m.-8:00 a.m.,300 block W  Colvin St   Syracuse,-77.6411485,43.1561309
Larceny,400 block Rugby Rd,Syracuse,Syracuse,12/7/17,8:00 a.m.-4:00 p.m.,400 block Rugby Rd   Syracuse,-73.9652601,40.639623
Larceny,500 block W  Onondaga St,Syracuse,Syracuse,12/7/17,8:08 p.m.,500 block W  Onondaga St   Syracuse,-79.0409672,43.1742732
Larceny,0 block Corcoran Ct,Syracuse,Syracuse,12/7/17,4:00 p.m.-6:00 p.m.,0 block Corcoran Ct   Syracuse,-81.8974041,33.5012759
Larceny,3400 block Burnet Av,Syracuse,Syracuse,12/7/17,6:30 p.m.-1:30 p.m.,3400 block Burnet Av   Syracuse,NA,NA
Robbery,300 block N  Midler Av,Syracuse,Syracuse,12/7/17,8:43 p.m.,300 block N  Midler Av   Syracuse,NA,NA
Robbery,300 block Midland Av,Syracuse,Syracuse,12/7/17,8:00 p.m.,300 block Midland Av   Syracuse,-76.1564159,43.038132
Vehicle theft,200 block Congress Av,Syracuse,Syracuse,12/7/17,2:59 a.m.,200 block Congress Av   Syracuse,-97.7445985,30.2648019
Aggravated assault,500 block Butternut St,Syracuse,Syracuse,12/6/17,9:42 p.m.,500 block Butternut St   Syracuse,-76.1475435,43.0588993
Burglary,200 block Plymouth Dr,Syracuse,Syracuse,12/6/17,6:00 a.m.-5:29 p.m.,200 block Plymouth Dr   Syracuse,NA,NA
Larceny,500 block S  State St,Syracuse,Syracuse,12/6/17,12:49 p.m.,500 block S  State St   Syracuse,-111.7250832,40.3469203
Larceny,1000 block Sunnycrest Rd,Syracuse,Syracuse,12/6/17,3:34 p.m.,1000 block Sunnycrest Rd   Syracuse,-76.1030865,43.0617897
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/6/17,7:19 p.m.,1 block Destiny Usa Dr   Syracuse,-76.1726785,43.069265
Larceny,100 block Kellogg St,Syracuse,Syracuse,12/6/17,9:00 p.m.-5:00 a.m.,100 block Kellogg St   Syracuse,-73.438563,41.469025
Larceny,1000 block Col Eileen Collins Blvd,Syracuse,Syracuse,12/6/17,4:50 p.m.,1000 block Col Eileen Collins Blvd   Syracuse,-76.1117315,43.1137659
Larceny,1900 block W  Fayette St,Syracuse,Syracuse,12/6/17,5:00 p.m.-5:30 p.m.,1900 block W  Fayette St   Syracuse,-75.2973987,40.082885
Larceny,300 block Herbert St,Syracuse,Syracuse,12/6/17,8:04 p.m.-8:10 p.m.,300 block Herbert St   Syracuse,NA,NA
Robbery,200 block Furman St,Syracuse,Syracuse,12/6/17,2:00 a.m.,200 block Furman St   Syracuse,-73.9973176,40.6979499
Vehicle theft,100 block Lynwood Av,Syracuse,Syracuse,12/6/17,3:30 p.m.-4:30 p.m.,100 block Lynwood Av   Syracuse,NA,NA
Vehicle theft,300 block Audubon Pkwy,Syracuse,Syracuse,12/6/17,5:42 p.m.,300 block Audubon Pkwy   Syracuse,-76.095351,43.0528667
Aggravated assault,600 block Turtle St,Syracuse,Syracuse,12/5/17,7:30 a.m.-7:45 a.m.,600 block Turtle St   Syracuse,NA,NA
Aggravated assault,100 block Gifford St,Syracuse,Syracuse,12/5/17,1:55 p.m.,100 block Gifford St   Syracuse,-70.610996,41.5551878
Burglary,100 block Spring St,Syracuse,Syracuse,12/5/17,5:19 a.m.,100 block Spring St   Syracuse,-71.5496511,41.1653041
Burglary,800 block W  Fayette St,Syracuse,Syracuse,12/5/17,9:38 a.m.,800 block W  Fayette St   Syracuse,-75.300669,40.080002
Burglary,200 block Mosley Dr,Syracuse,Syracuse,12/5/17,7:20 a.m.-4:30 p.m.,200 block Mosley Dr   Syracuse,-76.1012956,43.0663162
Larceny,500 block Butternut St,Syracuse,Syracuse,12/5/17,4:20 a.m.,500 block Butternut St   Syracuse,-76.1475435,43.0588993
Larceny,3100 block James St,Syracuse,Syracuse,12/5/17,8:05 a.m.,3100 block James St   Syracuse,-76.1036854,43.0687243
Larceny,400 block Montgomery St,Syracuse,Syracuse,12/5/17,9:05 a.m.,400 block Montgomery St   Syracuse,-122.4025849,37.7931409
Larceny,4600 block W  Onondaga Blvd,Syracuse,Syracuse,12/5/17,3:00 p.m.,4600 block W  Onondaga Blvd   Syracuse,-76.1968312,43.0310572
Larceny,100 block Baldwin Av,Syracuse,Syracuse,12/5/17,2:00 p.m.,100 block Baldwin Av   Syracuse,-87.87196,42.3614718
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/5/17,3:55 p.m.-4:00 p.m.,1 block Destiny Usa Dr   Syracuse,-76.1726785,43.069265
Larceny,200 block S  Franklin St,Syracuse,Syracuse,12/5/17,5:35 p.m.,200 block S  Franklin St   Syracuse,-73.9576867,40.7322542
Larceny,300 block Barrington Rd,Syracuse,Syracuse,12/5/17,12:00 a.m.,300 block Barrington Rd   Syracuse,-88.1444921,42.029405
Larceny,1800 block Grant Blvd,Syracuse,Syracuse,12/5/17,9:50 p.m.-2:00 a.m.,1800 block Grant Blvd   Syracuse,-76.1401003,43.0722439
Larceny,1400 block Valley Dr,Syracuse,Syracuse,12/5/17,1:55 p.m.-3:55 p.m.,1400 block Valley Dr   Syracuse,-76.1542609,43.0045226
Larceny,1000 block W  Fayette St,Syracuse,Syracuse,12/5/17,6:40 a.m.-6:45 a.m.,1000 block W  Fayette St   Syracuse,-75.2990445,40.0816183
Robbery,1500 block W  Genesee St,Syracuse,Syracuse,12/5/17,11:46 a.m.,1500 block W  Genesee St   Syracuse,-75.2480675,43.0935472
Robbery,100 block Dickerson St,Syracuse,Syracuse,12/5/17,5:20 p.m.,100 block Dickerson St   Syracuse,-86.042605,37.0961433
Robbery,1400 block Hawley Av,Syracuse,Syracuse,12/5/17,6:53 p.m.,1400 block Hawley Av   Syracuse,-76.124686,43.0555626
Robbery,100 block Dickerson St,Syracuse,Syracuse,12/5/17,11:07 p.m.,100 block Dickerson St   Syracuse,NA,NA
Aggravated assault,0 block Costello Ct,Syracuse,Syracuse,12/4/17,9:34 p.m.,0 block Costello Ct   Syracuse,-75.6494658,41.4110355
Burglary,300 block Court St,Syracuse,Syracuse,12/4/17,11:00 p.m.-2:00 a.m.,300 block Court St   Syracuse,-70.6836507,41.9727815
Larceny,700 block S  Crouse Av,Syracuse,Syracuse,12/4/17,4:07 p.m.,700 block S  Crouse Av   Syracuse,-76.1370028,43.0425037
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/4/17,7:29 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/4/17,8:19 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block Knaul St,Syracuse,Syracuse,12/4/17,9:51 p.m.,300 block Knaul St   Syracuse,-76.1407436,43.0665248
Larceny,400 block S  Warren St,Syracuse,Syracuse,12/4/17,6:30 p.m.-6:50 p.m.,400 block S  Warren St   Syracuse,-73.986996,40.683765
Vehicle theft,600 block W  Genesee St,Syracuse,Syracuse,12/4/17,3:59 p.m.,600 block W  Genesee St   Syracuse,-78.8539507,42.8961649
Vehicle theft,300 block Pacific Av,Syracuse,Syracuse,12/4/17,6:07 p.m.,300 block Pacific Av   Syracuse,-122.0260657,36.9649473
Burglary,2700 block James St,Syracuse,Syracuse,12/3/17,8:00 p.m.-9:15 a.m.,2700 block James St   Syracuse,-76.1086439,43.0686122
Burglary,700 block First North St,Syracuse,Syracuse,12/3/17,9:22 a.m.,700 block First North St   Syracuse,-82.6439167,27.7720438
Larceny,700 block First North St,Syracuse,Syracuse,12/3/17,2:21 p.m.,700 block First North St   Syracuse,-82.6439167,27.7720438
Larceny,1600 block W  Genesee St,Syracuse,Syracuse,12/3/17,2:55 p.m.-9:00 a.m.,1600 block W  Genesee St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/3/17,7:32 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Eureka St,Syracuse,Syracuse,12/3/17,7:30 p.m.-7:40 p.m.,100 block Eureka St   Syracuse,-122.438288,37.7606832
Larceny,100 block Roberts Av,Syracuse,Syracuse,12/3/17,8:18 p.m.,100 block Roberts Av   Syracuse,-76.1723159,43.0325404
Larceny,400 block W  Onondaga St,Syracuse,Syracuse,12/3/17,9:48 p.m.,400 block W  Onondaga St   Syracuse,-79.0443258,43.1744705
Larceny,600 block Catherine St,Syracuse,Syracuse,12/3/17,10:17 p.m.,600 block Catherine St   Syracuse,NA,NA
Larceny,100 block E  Fayette St,Syracuse,Syracuse,12/3/17,12:00 p.m.,100 block E  Fayette St   Syracuse,-75.3064566,40.0742015
Larceny,100 block Seymour St,Syracuse,Syracuse,12/3/17,3:00 a.m.-12:45 p.m.,100 block Seymour St   Syracuse,-72.6807223,41.754774
Larceny,900 block Ackerman Av,Syracuse,Syracuse,12/3/17,10:00 p.m.-5:00 p.m.,900 block Ackerman Av   Syracuse,-76.124536,43.034064
Larceny,700 block Wadsworth St,Syracuse,Syracuse,12/3/17,6:00 a.m.-10:00 p.m.,700 block Wadsworth St   Syracuse,NA,NA
Larceny,700 block Wadsworth St,Syracuse,Syracuse,12/3/17,6:00 a.m.-10:00 p.m.,700 block Wadsworth St   Syracuse,-76.1390916,43.0767612
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/3/17,5:25 p.m.-6:25 p.m.,1 block Destiny Usa Dr   Syracuse,-76.1726785,43.069265
Robbery,200 block W  Newell St,Syracuse,Syracuse,12/3/17,3:55 p.m.,200 block W  Newell St   Syracuse,-73.2313309,42.447965
Vehicle theft,100 block W  Lynhurst Av,Syracuse,Syracuse,12/3/17,9:45 p.m.-2:00 a.m.,100 block W  Lynhurst Av   Syracuse,-76.8397898,42.1693324
Vehicle theft,100 block Marshall St,Syracuse,Syracuse,12/3/17,2:42 a.m.,100 block Marshall St   Syracuse,-74.1727665,40.9098953
Vehicle theft,400 block Rich St,Syracuse,Syracuse,12/3/17,4:00 a.m.,400 block Rich St   Syracuse,-122.2604176,37.8302676
Aggravated assault,1400 block W  Genesee St,Syracuse,Syracuse,12/2/17,1:57 a.m.,1400 block W  Genesee St   Syracuse,-75.2442543,43.0953759
Aggravated assault,2700 block James St,Syracuse,Syracuse,12/2/17,1:30 a.m.,2700 block James St   Syracuse,-76.1086439,43.0686122
Burglary,300 block Goodrich Av,Syracuse,Syracuse,12/2/17,5:31 p.m.,300 block Goodrich Av   Syracuse,-76.1270692,43.0168426
Burglary,100 block Maplewood Av,Syracuse,Syracuse,12/2/17,5:40 p.m.,100 block Maplewood Av   Syracuse,-74.272919,40.733755
Burglary,300 block Herbert St,Syracuse,Syracuse,12/2/17,5:30 p.m.,300 block Herbert St   Syracuse,-80.9901317,29.1444123
Burglary,300 block Richmond Av,Syracuse,Syracuse,12/2/17,2:30 p.m.-7:00 p.m.,300 block Richmond Av   Syracuse,-95.3840264,29.734692
Burglary,1100 block Butternut St,Syracuse,Syracuse,12/2/17,7:00 p.m.-8:00 p.m.,1100 block Butternut St   Syracuse,NA,NA
Burglary,2600 block Erie Blvd E,Syracuse,Syracuse,12/2/17,12:01 a.m.-9:00 p.m.,2600 block Erie Blvd E   Syracuse,NA,NA
Larceny,200 block Warham St,Syracuse,Syracuse,12/2/17,12:00 a.m.-5:00 a.m.,200 block Warham St   Syracuse,-76.1443323,43.0717424
Larceny,2100 block S  Salina St,Syracuse,Syracuse,12/2/17,12:50 p.m.,2100 block S  Salina St   Syracuse,-97.7226369,30.2816183
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/2/17,5:52 p.m.,1 block Destiny Usa Dr   Syracuse,-76.1726785,43.069265
Larceny,2300 block Erie Blvd E,Syracuse,Syracuse,12/2/17,2:00 p.m.,2300 block Erie Blvd E   Syracuse,-76.1070033,43.0531864
Larceny,2900 block James St,Syracuse,Syracuse,12/2/17,4:00 p.m.-11:00 p.m.,2900 block James St   Syracuse,-76.106057,43.068607
Larceny,300 block Columbus Av,Syracuse,Syracuse,12/2/17,12:00 p.m.,300 block Columbus Av   Syracuse,-122.40676,37.798204
Larceny,1300 block E  Adams St,Syracuse,Syracuse,12/2/17,12:00 p.m.,1300 block E  Adams St   Syracuse,-104.948081,39.7369998
Vehicle theft,200 block W  Calthrop Av,Syracuse,Syracuse,12/2/17,3:40 p.m.,200 block W  Calthrop Av   Syracuse,NA,NA
Aggravated assault,100 block Dickerson St,Syracuse,Syracuse,12/1/17,3:33 a.m.,100 block Dickerson St   Syracuse,NA,NA
Aggravated assault,400 block Butternut St,Syracuse,Syracuse,12/1/17,9:14 p.m.,400 block Butternut St   Syracuse,NA,NA
Burglary,300 block First North St,Syracuse,Syracuse,12/1/17,4:30 a.m.-6:30 a.m.,300 block First North St   Syracuse,-82.6373501,27.7718497
Burglary,200 block Gilbert St,Syracuse,Syracuse,12/1/17,7:30 p.m.-8:30 a.m.,200 block Gilbert St   Syracuse,-71.260607,41.9924702
Burglary,300 block Burt St,Syracuse,Syracuse,12/1/17,4:00 p.m.-9:00 a.m.,300 block Burt St   Syracuse,-76.1463601,43.0378103
Burglary,1200 block Spring St,Syracuse,Syracuse,12/1/17,8:00 p.m.-10:00 p.m.,1200 block Spring St   Syracuse,NA,NA
Larceny,2500 block James St,Syracuse,Syracuse,12/1/17,12:00 a.m.-5:00 a.m.,2500 block James St   Syracuse,-76.1110518,43.0682543
Larceny,300 block Rowland St,Syracuse,Syracuse,12/1/17,6:00 p.m.-8:45 a.m.,300 block Rowland St   Syracuse,NA,NA
Larceny,800 block E  Brighton Av,Syracuse,Syracuse,12/1/17,12:35 p.m.,800 block E  Brighton Av   Syracuse,-74.0974167,40.6325492
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,12/1/17,5:52 p.m.-5:55 p.m.,1 block Destiny Usa Dr   Syracuse,-76.1726785,43.069265
Larceny,800 block Park St,Syracuse,Syracuse,12/1/17,7:00 p.m.,800 block Park St   Syracuse,-97.3588206,32.7793774
Larceny,2100 block Erie Blvd E,Syracuse,Syracuse,12/1/17,8:00 a.m.,2100 block Erie Blvd E   Syracuse,-76.1125199,43.0518423
Larceny,200 block Arden Dr,Syracuse,Syracuse,12/1/17,9:00 a.m.,200 block Arden Dr   Syracuse,-111.2000229,45.782637
Larceny,300 block Ostrom Av,Syracuse,Syracuse,12/1/17,11:30 p.m.-4:00 p.m.,300 block Ostrom Av   Syracuse,-76.1288936,43.0441287
Larceny,300 block Clairmonte Av,Syracuse,Syracuse,12/1/17,2:02 p.m.-5:00 p.m.,300 block Clairmonte Av   Syracuse,-76.1691895,43.0302576
Larceny,100 block Montgomery St,Syracuse,Syracuse,12/1/17,6:20 p.m.-9:40 p.m.,100 block Montgomery St   Syracuse,-122.4020459,37.7902242
Robbery,2600 block Midland Av,Syracuse,Syracuse,12/1/17,10:07 a.m.,2600 block Midland Av   Syracuse,-76.1483426,43.0146239
Robbery,700 block Butternut St,Syracuse,Syracuse,12/1/17,6:05 p.m.,700 block Butternut St   Syracuse,-76.1458208,43.0604477
Robbery,400 block Erie Blvd E,Syracuse,Syracuse,12/1/17,6:08 p.m.,400 block Erie Blvd E   Syracuse,NA,NA
Robbery,1800 block E  Fayette St,Syracuse,Syracuse,12/1/17,7:48 p.m.,1800 block E  Fayette St   Syracuse,-75.2973987,40.082885
Aggravated assault,100 block Nelson St,Syracuse,Syracuse,11/30/17,2:40 p.m.-3:35 p.m.,100 block Nelson St   Syracuse,-77.1725183,39.0879794
Aggravated assault,300 block Elm St,Syracuse,Syracuse,11/30/17,8:30 p.m.,300 block Elm St   Syracuse,-71.4642102,42.9820585
Burglary,200 block Hier Av,Syracuse,Syracuse,11/30/17,10:00 a.m.-11:02 a.m.,200 block Hier Av   Syracuse,NA,NA
Larceny,200 block Lexington Av,Syracuse,Syracuse,11/30/17,12:34 a.m.,200 block Lexington Av   Syracuse,-73.9807953,40.7455765
Larceny,1100 block N  Salina St,Syracuse,Syracuse,11/30/17,6:59 a.m.,1100 block N  Salina St   Syracuse,NA,NA
Larceny,1800 block Lodi St,Syracuse,Syracuse,11/30/17,10:00 p.m.-6:39 a.m.,1800 block Lodi St   Syracuse,-76.1511319,43.06242
